iter	F1	Logloss
884	0.9889390871	0.2209575173
885	0.9889390871	0.2206489436
886	0.9890178363	0.2202537032
887	0.989331049	0.2198499529
888	0.9894851624	0.2195864458
889	0.9894818855	0.2193198781
890	0.9894851624	0.2190216054
891	0.9894851624	0.21883831
892	0.9894851624	0.2185939342
893	0.9896425512	0.2182011073
894	0.9896441641	0.2179128112
895	0.9895638629	0.2176340789
896	0.9896425512	0.2174681823
897	0.9897212272	0.2171124938
898	0.9897983023	0.2170056655
899	0.9897983023	0.2166914707
900	0.9899540534	0.2164171004
901	0.9900311526	0.2159994608
902	0.9900311526	0.2156446254
903	0.9901082639	0.2153468356
904	0.9902655556	0.2149931924
905	0.9901098045	0.2148873552
906	0.9904984424	0.2146093439
907	0.9904984424	0.214345019
908	0.9903396697	0.214063619
909	0.990418322	0.2137831588
910	0.990416829	0.2136648229
911	0.9905741217	0.2133202617
912	0.9907313654	0.2130810864
913	0.9905741217	0.2129064885
914	0.9905741217	0.2125697797
915	0.9905741217	0.2124346901
916	0.9905726529	0.2121998455
917	0.9905726529	0.2117530592
918	0.9907313654	0.2116713158
919	0.9904984424	0.2114179818
920	0.9904999221	0.2113317345
921	0.9905785253	0.2109706902
922	0.9906556611	0.2107832494
923	0.990732809	0.2105610537
924	0.9908885601	0.2103032622
925	0.9908885601	0.2099772684
926	0.990889979	0.2097435948
927	0.9908099688	0.2094143008
928	0.9909671391	0.2092026673
929	0.9910443112	0.2088361032
930	0.9907299213	0.2085815557
931	0.9910429161	0.2083282175
932	0.9911201122	0.2081051817
933	0.990885721	0.207814966
934	0.990807105	0.2077314457
935	0.9909643247	0.2076038232
936	0.990885721	0.2073295866
937	0.9909629168	0.2069839735
938	0.9908843007	0.2068277757
939	0.990885721	0.2066473686
940	0.9909629168	0.206399663
941	0.9913558134	0.2061137815
942	0.9914330218	0.2060199897
943	0.9915102422	0.2056299344
944	0.9914330218	0.2053239348
945	0.991588785	0.2052308701
946	0.9914330218	0.2049761055
947	0.9915102422	0.2048653275
948	0.9915102422	0.2047894969
949	0.9915102422	0.2046130886
950	0.9916660176	0.2042925202
951	0.991588785	0.2039858395
952	0.9920573119	0.2036794231
953	0.9920573119	0.203631899
954	0.9920560748	0.2032802193
955	0.9918990497	0.2030033319
956	0.9919775683	0.2026191444
957	0.9921321181	0.2022585934
958	0.9920535993	0.2019018393
959	0.9921308921	0.2016846878
960	0.992209411	0.2015226256
961	0.9921308921	0.2013375234
962	0.992209411	0.2010556114
963	0.9921308921	0.2006806378
964	0.9921296657	0.2003170369
965	0.9921296657	0.2001504437
966	0.9920523609	0.2000792083
967	0.992208197	0.1998216284
968	0.9921308921	0.1996720551
969	0.992208197	0.1995220297
970	0.9923664122	0.1993493505
971	0.9921296657	0.1991095909
972	0.992209411	0.1988150919
973	0.9924448945	0.198632046
974	0.9925233645	0.1982717819
975	0.9925221997	0.1979646916
976	0.9925221997	0.1979158822
977	0.9926018223	0.1978006509
978	0.9926006698	0.1975378585
979	0.9924425399	0.1973058829
980	0.9926006698	0.1971199647
981	0.9926779872	0.1970227303
982	0.9927553167	0.1969363353
983	0.9926757052	0.1966823904
984	0.9926757052	0.1964462395
985	0.9929100117	0.1962864254
986	0.9929873773	0.1962031814
987	0.9930679959	0.1958669193
988	0.9929895622	0.195521377
989	0.9933011372	0.1952555452
990	0.9932248267	0.1950746846
991	0.9933805778	0.194908381
992	0.9934589628	0.1948202247
993	0.9934579439	0.1944899368
994	0.9933795467	0.1943111625
995	0.9933795467	0.1939948883
996	0.9932227156	0.1937915851
997	0.9932227156	0.19358673
998	0.9931442817	0.193508377
999	0.9931453497	0.1933061291
1000	0.9933021807	0.1930881832
1001	0.9933011372	0.192824059
1002	0.9935343149	0.1925647185
1003	0.9934569248	0.1923143724
1004	0.9935353221	0.1920412396
1005	0.9936137072	0.1919767828
1006	0.9936137072	0.1918295246
1007	0.9936920801	0.1915552682
1008	0.9936127123	0.1912800746
1009	0.9936910974	0.191001299
1010	0.9936910974	0.190817841
1011	0.9937675288	0.1905286615
1012	0.9937675288	0.1902678706
1013	0.9939242873	0.1898661399
1014	0.9939242873	0.1896972376
1015	0.9939252336	0.1894207433
1016	0.9939252336	0.1891297765
1017	0.9938478312	0.1888641274
1018	0.9938478312	0.1886940263
1019	0.9938487892	0.1885315349
1020	0.993849747	0.1883522436
1021	0.9937714108	0.1881636746
1022	0.9937704407	0.1879351845
1023	0.9938487892	0.1876768603
1024	0.9937704407	0.1873937312
1025	0.9938478312	0.1871984036
1026	0.9939252336	0.1869886938
1027	0.9939252336	0.186723809
1028	0.9939252336	0.186558403
1029	0.9937684998	0.1863145278
1030	0.9939252336	0.1860942748
1031	0.9941584236	0.1857778299
1032	0.9942367601	0.1855285499
1033	0.9943933967	0.1852201584
1034	0.9943150845	0.1851188139
1035	0.9942367601	0.1848799911
1036	0.9943925234	0.1846783434
1037	0.9943141989	0.1844874025
1038	0.9943925234	0.184309813
1039	0.9943907759	0.184012285
1040	0.994312427	0.1837781415
1041	0.9943115406	0.1836643508
1042	0.9944691127	0.1833530249
1043	0.9944691127	0.1831915417
1044	0.9946257497	0.1830140752
1045	0.9947032248	0.1827609758
1046	0.9946249124	0.1826209445
1047	0.9946249124	0.1825133638
1048	0.9946249124	0.1822675155
1049	0.9946249124	0.1820419656
1050	0.9946249124	0.181841415
1051	0.9947023995	0.1814777144
1052	0.9947023995	0.1813366731
1053	0.9949365116	0.1810454679
1054	0.994780712	0.1809207837
1055	0.994780712	0.1807558899
1056	0.9948590123	0.1805685148
1057	0.9950140231	0.1802923168
1058	0.9950915466	0.1800799592
1059	0.9950923113	0.1798357589
1060	0.9950923113	0.1796605162
1061	0.9950923113	0.1794427271
1062	0.9951705873	0.1792227041
1063	0.9950930758	0.179174372
1064	0.9950930758	0.1789737853
1065	0.9950930758	0.1787083611
1066	0.9950930758	0.1784179583
1067	0.9950930758	0.1782204382
1068	0.9951713396	0.1780665824
1069	0.9951713396	0.1780195043
1070	0.9951713396	0.1778792494
1071	0.9951713396	0.1777663027
1072	0.9951713396	0.1776265296
1073	0.9951713396	0.1774408329
1074	0.9951713396	0.1772828464
1075	0.9951713396	0.1771855432
1076	0.9951713396	0.1770305198
1077	0.9951713396	0.1768576749
1078	0.9951713396	0.1766406899
1079	0.9952495912	0.1763619272
1080	0.9953271028	0.1761787601
1081	0.9951713396	0.1761031663
1082	0.9952495912	0.1759808974
1083	0.9952495912	0.1758773166
1084	0.9951713396	0.1757549675
1085	0.9953271028	0.175577827
1086	0.9954835695	0.175317823
1087	0.9954060578	0.1750693602
1088	0.9954842728	0.1748095754
1089	0.9954842728	0.1746316958
1090	0.9954842728	0.1744274119
1091	0.9954842728	0.1743230253
1092	0.9954842728	0.1741101044
1093	0.9955617846	0.1738101839
1094	0.9957175115	0.1736145646
1095	0.9957175115	0.1733430527
1096	0.9956393085	0.1731687505
1097	0.9957950475	0.1729479551
1098	0.9958738809	0.1728634154
1099	0.9958738809	0.1725283105
1100	0.9958738809	0.172304229
1101	0.9958738809	0.1722157227
1102	0.9958738809	0.172068788
1103	0.9958738809	0.1718713292
1104	0.9957957023	0.1716338
1105	0.995951417	0.1715104247
1106	0.995951417	0.1713244322
1107	0.9960295835	0.1710534097
1108	0.9960295835	0.1708801333
1109	0.9961852861	0.1707136994
1110	0.9962634283	0.1705745544
1111	0.9961852861	0.1703480064
1112	0.9962634283	0.1702364748
1113	0.9961852861	0.1699795499
1114	0.9961852861	0.1696751302
1115	0.9961852861	0.1694611901
1116	0.9962634283	0.1693630761
1117	0.9962634283	0.1692252342
1118	0.9962634283	0.1690871275
1119	0.9962634283	0.1689205552
1120	0.9962634283	0.1688502209
1121	0.9961852861	0.1686116392
1122	0.9962634283	0.1684110382
1123	0.9962634283	0.1682695011
1124	0.9962634283	0.1681141206
1125	0.9964196762	0.1679702323
1126	0.9963415583	0.1678497169
1127	0.9963415583	0.1677239963
1128	0.9964196762	0.1675788779
1129	0.9964977819	0.1673733262
1130	0.9964977819	0.1673102907
1131	0.9964977819	0.1671050813
1132	0.9964977819	0.1669944733
1133	0.9964977819	0.1669160029
1134	0.9964977819	0.1667511854
1135	0.9964977819	0.166619518
1136	0.9964977819	0.166269783
1137	0.9964977819	0.1660238712
1138	0.9964977819	0.1660070095
1139	0.9964977819	0.1658515213
1140	0.9964977819	0.1656143447
1141	0.9964196762	0.1652391596
1142	0.9964191188	0.1651034351
1143	0.9965748093	0.1649269574
1144	0.9965748093	0.1646685458
1145	0.9966534361	0.1643589982
1146	0.9967315175	0.1642248542
1147	0.9965753425	0.1640662016
1148	0.9965753425	0.1638877352
1149	0.9967315175	0.163607972
1150	0.9967315175	0.1633351627
1151	0.9968876439	0.1631290201
1152	0.9968876439	0.1629681198
1153	0.9969656889	0.1627782947
1154	0.9968876439	0.1626504723
1155	0.9968876439	0.1625747169
1156	0.9968876439	0.1623417543
1157	0.9968876439	0.1621815246
1158	0.9968876439	0.1620462993
1159	0.9968876439	0.1617500818
1160	0.9968876439	0.161589779
1161	0.9968876439	0.1614375332
1162	0.9968876439	0.1611904571
1163	0.9968876439	0.1610036928
1164	0.9968100832	0.1608310773
1165	0.9968881282	0.1606868687
1166	0.9969656889	0.160499045
1167	0.9968881282	0.160370697
1168	0.9970437218	0.1601135268
1169	0.9971217425	0.1599055913
1170	0.9970441817	0.1598107639
1171	0.9970441817	0.1596818572
1172	0.9970441817	0.1595465636
1173	0.9970441817	0.1594222635
1174	0.9970437218	0.1592664048
1175	0.9969656889	0.1591802845
1176	0.9969656889	0.1590603081
1177	0.9968881282	0.158800599
1178	0.9968881282	0.1586681379
1179	0.9968881282	0.1584534297
1180	0.9970437218	0.1582182684
1181	0.996966161	0.158089454
1182	0.996966161	0.1579410475
1183	0.996966161	0.1578047298
1184	0.996966161	0.157613235
1185	0.996966161	0.1575117169
1186	0.9970441817	0.1573533803
1187	0.9971217425	0.1571247356
1188	0.9971217425	0.1570058475
1189	0.9970437218	0.1568190885
1190	0.9971217425	0.1566587776
1191	0.9971217425	0.156397777
1192	0.9971217425	0.1562901546
1193	0.9971217425	0.1561728162
1194	0.9971217425	0.1560463158
1195	0.9971217425	0.1558507005
1196	0.9971217425	0.1556550258
1197	0.9971217425	0.1554151091
1198	0.9971217425	0.1552349073
1199	0.997277324	0.1550531131
1200	0.997354909	0.1548931116
1201	0.997354909	0.1547466992
1202	0.997354909	0.1545151641
1203	0.997354909	0.1543963139
1204	0.997354909	0.1541660516
1205	0.997354909	0.1539801619
1206	0.997354909	0.1538357232
1207	0.9974329055	0.1537115755
1208	0.997354909	0.153554361
1209	0.997354909	0.1534507586
1210	0.997354909	0.1533245806
1211	0.997354909	0.1532478875
1212	0.997354909	0.1530741965
1213	0.9973553205	0.1528358226
1214	0.9973553205	0.1527264692
1215	0.9973553205	0.1524911557
1216	0.9973553205	0.1523580514
1217	0.9973553205	0.1522030422
1218	0.9973553205	0.1519629579
1219	0.9975105026	0.151751963
1220	0.9975105026	0.1516850573
1221	0.9975105026	0.1516131782
1222	0.9975105026	0.1514308544
1223	0.9974329055	0.151171803
1224	0.9974329055	0.1510505759
1225	0.9974329055	0.1508776755
1226	0.9975105026	0.1507813352
1227	0.997588487	0.1507342692
1228	0.9975105026	0.150623631
1229	0.9974329055	0.1504219066
1230	0.9974329055	0.1503164344
1231	0.9974329055	0.1501650801
1232	0.9974329055	0.1499588343
1233	0.9975108899	0.1498123902
1234	0.9975108899	0.1497043027
1235	0.9975108899	0.1495541032
1236	0.9975108899	0.149355341
1237	0.9975108899	0.1491791832
1238	0.9975888621	0.1490068162
1239	0.9975888621	0.1489318651
1240	0.9976668222	0.1487515129
1241	0.9976668222	0.148629938
1242	0.9978220286	0.1484067834
1243	0.9978999767	0.1482151487
1244	0.9978999767	0.1480736375
1245	0.9978999767	0.1478940881
1246	0.9978999767	0.1478480592
1247	0.9978220286	0.1476630444
1248	0.9978220286	0.147478006
1249	0.9978220286	0.1472916504
1250	0.9978220286	0.1471668525
1251	0.9978220286	0.1470773827
1252	0.9978220286	0.1469587545
1253	0.9977440685	0.1467766988
1254	0.9978220286	0.1465881858
1255	0.9978220286	0.1464422713
1256	0.9977440685	0.146271152
1257	0.9978220286	0.1461304255
1258	0.9978220286	0.1460115932
1259	0.9978220286	0.1459256265
1260	0.9978220286	0.1457669007
1261	0.9978220286	0.1456193217
1262	0.9978220286	0.1454850981
1263	0.9978220286	0.1453838775
1264	0.9978220286	0.1452597811
1265	0.9978999767	0.1450887583
1266	0.9978999767	0.1449847699
1267	0.9978999767	0.1449178
1268	0.9978999767	0.1447206025
1269	0.9978220286	0.1445637875
1270	0.9977440685	0.1443315045
1271	0.9977440685	0.1442043603
1272	0.9976660962	0.1440266473
1273	0.9976660962	0.143932687
1274	0.9976660962	0.1437114298
1275	0.9977440685	0.1435416459
1276	0.9978220286	0.1434313032
1277	0.9976660962	0.1432717775
1278	0.9975881117	0.1431117845
1279	0.9975881117	0.1429908561
1280	0.9976660962	0.1428954635
1281	0.9975881117	0.1427955354
1282	0.9975881117	0.1425848652
1283	0.9975881117	0.1424276297
1284	0.9975881117	0.1423650826
1285	0.9975881117	0.142231928
1286	0.9976660962	0.1421127383
1287	0.9976660962	0.1420028187
1288	0.9977440685	0.1419523842
1289	0.9977440685	0.1418489533
1290	0.9977440685	0.1417771687
1291	0.9977440685	0.141700255
1292	0.9978220286	0.1415112298
1293	0.9978999767	0.1413495478
1294	0.9979779126	0.1412403029
1295	0.9979779126	0.1410812282
1296	0.9979779126	0.1409970937
1297	0.9979779126	0.1409087408
1298	0.9979779126	0.1407599748
1299	0.9979779126	0.1406057801
1300	0.9979779126	0.1404598043
1301	0.9979779126	0.140380667
1302	0.9979779126	0.1403357359
1303	0.9979779126	0.1401548297
1304	0.9979779126	0.1400723173
1305	0.9978999767	0.1399691233
1306	0.9978999767	0.1398452173
1307	0.9978999767	0.1397553958
1308	0.9978999767	0.13968985
1309	0.9978999767	0.1395842655
1310	0.9978999767	0.1394916888
1311	0.9978999767	0.1393725889
1312	0.9979779126	0.1392989947
1313	0.9979779126	0.1391522991
1314	0.9979779126	0.1390545153
1315	0.9979779126	0.138909399
1316	0.9979779126	0.1387712293
1317	0.9979779126	0.1386600252
1318	0.9979779126	0.1385243467
1319	0.9979779126	0.138497674
1320	0.9979779126	0.1383898012
1321	0.9979779126	0.1382702246
1322	0.9979779126	0.1381032225
1323	0.9979779126	0.1379407342
1324	0.9979779126	0.1378106122
1325	0.9979003033	0.1375460296
1326	0.9979003033	0.1374242542
1327	0.9978223674	0.1373306612
1328	0.9979003033	0.1372176124
1329	0.9979003033	0.137110551
1330	0.9978223674	0.1369157356
1331	0.9979003033	0.1367485824
1332	0.9980561387	0.1365944823
1333	0.9980561387	0.1363630063
1334	0.9980561387	0.1362795463
1335	0.9980561387	0.1361870368
1336	0.9979782271	0.1361576716
1337	0.9979782271	0.1360273681
1338	0.9980561387	0.1357594785
1339	0.9980561387	0.1356306879
1340	0.9979782271	0.1355596806
1341	0.9979782271	0.1354805536
1342	0.9980558364	0.135363765
1343	0.9980558364	0.1352536725
1344	0.9982116476	0.1351487045
1345	0.9981337481	0.1349351596
1346	0.9981337481	0.1348432859
1347	0.9980558364	0.134732427
1348	0.9982113695	0.1346071394
1349	0.9982116476	0.134461299
1350	0.9981337481	0.1343217005
1351	0.9982116476	0.1341617654
1352	0.9982113695	0.1339477869
1353	0.9981337481	0.1337846419
1354	0.9982113695	0.1335333137
1355	0.9982113695	0.1334901531
1356	0.9982113695	0.1332593462
1357	0.9982113695	0.1331017088
1358	0.9982113695	0.1330729182
1359	0.9981337481	0.1329297636
1360	0.9981337481	0.1327323639
1361	0.9982116476	0.1326329226
1362	0.9982892691	0.1324950831
1363	0.9982116476	0.1323296721
1364	0.9982116476	0.1321967647
1365	0.9981340383	0.1319868298
1366	0.9982119257	0.1317495093
1367	0.9981340383	0.1316491706
1368	0.9981340383	0.1315397634
1369	0.9982119257	0.1314530453
1370	0.9982895351	0.1313828375
1371	0.9982895351	0.1311736522
1372	0.9982895351	0.1310631174
1373	0.9982119257	0.130996675
1374	0.9982119257	0.1308878996
1375	0.9983671565	0.13077904
1376	0.9983671565	0.1305989819
1377	0.9983671565	0.130466959
1378	0.9983671565	0.1302817265
1379	0.9983671565	0.1301032026
1380	0.9983671565	0.129999093
1381	0.9982116476	0.1298011823
1382	0.9982895351	0.1296655265
1383	0.9982116476	0.1295361453
1384	0.9983671565	0.1294368111
1385	0.9983674104	0.1293042112
1386	0.9983674104	0.1291980424
1387	0.9983674104	0.1291259621
1388	0.9983674104	0.1290491668
1389	0.9983674104	0.1289014352
1390	0.9983674104	0.1288042837
1391	0.9983674104	0.1287310703
1392	0.9983674104	0.128612319
1393	0.9983674104	0.1285033209
1394	0.9983674104	0.1283685374
1395	0.9983674104	0.1281520093
1396	0.9983674104	0.1279811295
1397	0.9983674104	0.1278174603
1398	0.9983674104	0.1277516731
1399	0.9982895351	0.1276583776
1400	0.9983671565	0.1274771288
1401	0.9983671565	0.1273758329
1402	0.9983671565	0.1272629168
1403	0.9984450319	0.1271282528
1404	0.9983674104	0.1269615504
1405	0.9984452736	0.1267492499
1406	0.9984452736	0.1266276575
1407	0.9984452736	0.1265506214
1408	0.9985228951	0.1264890458
1409	0.9984452736	0.1262892567
1410	0.9984452736	0.1261832024
1411	0.9984452736	0.1260186768
1412	0.9984452736	0.1259100931
1413	0.9983674104	0.1257532353
1414	0.9984450319	0.1255865566
1415	0.9984450319	0.1254627966
1416	0.9985228951	0.1252776816
