iter	F1	Logloss
176	0.8140241527	0.5582310495
177	0.8165394798	0.5568727685
178	0.8165394798	0.5568727678
179	0.8177500973	0.5560185586
180	0.8180261519	0.5553016314
181	0.8184366241	0.5551013967
182	0.8185851039	0.5547551191
183	0.8216123499	0.5531652576
184	0.8212003118	0.5527698333
185	0.8224299065	0.5520301215
186	0.8224299065	0.5520290732
187	0.8234653388	0.5515872325
188	0.823456214	0.5513906442
189	0.8228882834	0.5506730628
190	0.8244382022	0.549712056
191	0.8255378859	0.5487189027
192	0.826635514	0.5483424992
193	0.8260530421	0.5474072728
194	0.8279033515	0.5457461649
195	0.8270009343	0.5454572538
196	0.8295719844	0.5441212943
197	0.8298419126	0.5432022175
198	0.8303884175	0.5424612426
199	0.8311425683	0.5413363105
200	0.8317109259	0.540640675
201	0.8335023006	0.5391666061
202	0.8350877193	0.5380632686
203	0.8350877193	0.53723999
204	0.8356858769	0.5361066061
205	0.8360374415	0.5357910362
206	0.8374960974	0.5349025982
207	0.8375253867	0.5342614057
208	0.83890625	0.533014313
209	0.8400093699	0.5320462937
210	0.8419077404	0.5303933976
211	0.8427712255	0.5296639936
212	0.8436937994	0.5286322692
213	0.8463039575	0.5275690493
214	0.8467962226	0.5268049802
215	0.8471138846	0.5263483987
216	0.8483523348	0.5253533726
217	0.8498128509	0.5250355024
218	0.850974279	0.524470771
219	0.8508778775	0.5231599333
220	0.8519241277	0.5221732238
221	0.8542870529	0.5208594136
222	0.8542870529	0.5202191432
223	0.8544190045	0.5195745625
224	0.85546875	0.5187403383
225	0.855646737	0.5182544808
226	0.8565410718	0.5170116315
227	0.8577673692	0.5160533438
228	0.8571428571	0.5150963606
229	0.8571651699	0.5143114795
230	0.8597094204	0.5134290799
231	0.8594641044	0.5129221814
232	0.8591736312	0.5127675145
233	0.8591065292	0.5118811855
234	0.8590855803	0.5107591274
235	0.8604451386	0.5100801252
236	0.8613389579	0.5096027515
237	0.8619586422	0.5084388222
238	0.8627205997	0.5074484459
239	0.8627420362	0.5070887185
240	0.8651518701	0.5057857182
241	0.8649324272	0.505461828
242	0.8648985959	0.5049003577
243	0.8649871305	0.5040420398
244	0.8648100476	0.503630529
245	0.8648142367	0.503253683
246	0.8653035742	0.5025100749
247	0.8655947549	0.5016412618
248	0.8676034348	0.5001475322
249	0.8686017478	0.4990669792
250	0.8689138577	0.4979479643
251	0.868716828	0.4976932621
252	0.87061027	0.4970157166
253	0.8711943794	0.4959227777
254	0.8714586748	0.4949665844
255	0.8724434036	0.4932646829
256	0.8734572723	0.4921640901
257	0.8738970875	0.4910552321
258	0.8741701164	0.4906574343
259	0.87515625	0.4895585002
260	0.8753029474	0.4890342033
261	0.8767401846	0.4875024944
262	0.8772176631	0.4866958877
263	0.8784871454	0.4859039054
264	0.879406018	0.4850274343
265	0.8820360684	0.483802644
266	0.883183769	0.4828621937
267	0.8845013267	0.4819554753
268	0.8850054611	0.4811459353
269	0.8855938817	0.4802305855
270	0.8848977042	0.4797611952
271	0.8853508156	0.4793168314
272	0.8859772266	0.4786866352
273	0.8871219208	0.4779009434
274	0.8880405142	0.4771418208
275	0.8886638099	0.4763940288
276	0.8894777864	0.4752767026
277	0.8910705937	0.4740907115
278	0.8912619846	0.4734647397
279	0.891849774	0.4724761128
280	0.8921278254	0.4711439158
281	0.8941176471	0.4696065596
282	0.8937563333	0.4688570352
283	0.8933250156	0.4682506285
284	0.8934643581	0.4676152052
285	0.8940350877	0.4673186034
286	0.8946588694	0.4664093392
287	0.8951965066	0.4657516698
288	0.8957878315	0.4650025642
289	0.8968099212	0.4641647351
290	0.8966162482	0.4636811511
291	0.8955945419	0.4627949411
292	0.8969120399	0.4623324427
293	0.8978255787	0.4613106067
294	0.898589134	0.460813143
295	0.8994073612	0.4595394316
296	0.9004524887	0.4588730381
297	0.9012393795	0.4583271984
298	0.9007252593	0.4581151778
299	0.9009430286	0.4578548291
300	0.9011605265	0.4572690393
301	0.9013623978	0.456706521
302	0.9023212338	0.4560935095
303	0.902748579	0.4552563912
304	0.9039794409	0.4545397645
305	0.9047767232	0.4537996618
306	0.9051583288	0.453226688
307	0.9056398289	0.4524444947
308	0.9063472309	0.4517279282
309	0.9065754702	0.4511388236
310	0.9073527126	0.4504653486
311	0.9072966042	0.4496610061
312	0.9078466444	0.4488012875
313	0.907960199	0.448043563
314	0.9078333851	0.4473593233
315	0.9082568807	0.4465687455
316	0.90791725	0.4463585866
317	0.9090485075	0.4455998887
318	0.909571573	0.4445846048
319	0.9102504277	0.4438930437
320	0.9100948826	0.443611641
321	0.9112683723	0.4427499031
322	0.9123707332	0.4419876989
323	0.9132292395	0.441401199
324	0.9134286602	0.4407959902
325	0.9128914446	0.4401694405
326	0.9132462687	0.4394698741
327	0.9139968896	0.4390114543
328	0.9151830833	0.4378666717
329	0.9154546162	0.4371060538
330	0.915285881	0.4367371297
331	0.9147660933	0.4360846464
332	0.9151090343	0.4356108425
333	0.9154019768	0.4350711201
334	0.9155576309	0.43443583
335	0.9159082069	0.4338129433
336	0.9160637884	0.4332395371
337	0.9162324026	0.4326504065
338	0.9172242104	0.4319910926
339	0.9174511787	0.4312543594
340	0.9178849145	0.4307247258
341	0.9178263236	0.4302533466
342	0.9179690537	0.4294721824
343	0.91809909	0.4288206858
344	0.9181832322	0.4285566103
345	0.9190113477	0.4275469912
346	0.9189861608	0.426782117
347	0.9191667962	0.4266005097
348	0.9200279785	0.4260070229
349	0.920936018	0.4252486406
350	0.9207805333	0.4249905826
351	0.9208174683	0.4241973175
352	0.9211282928	0.4236881038
353	0.9215701516	0.4230623711
354	0.9212592305	0.4225278668
355	0.9211876263	0.42239041
356	0.9215701516	0.4214557239
357	0.9217256121	0.42126491
358	0.9218567763	0.4204575745
359	0.9217621008	0.4202806088
360	0.9225149608	0.419605342
361	0.9235792583	0.4191101093
362	0.9236991522	0.4184565926
363	0.9233880376	0.4181812349
364	0.9232444203	0.4179966371
365	0.9232684825	0.4173720359
366	0.9244783557	0.4169691711
367	0.9249571851	0.4163718786
368	0.9258626049	0.4155065334
369	0.9256725237	0.4150844058
370	0.9261619773	0.4138406902
371	0.9264123086	0.4132905679
372	0.9282995417	0.4124194628
373	0.9281218432	0.4122303161
374	0.9275114599	0.411864494
375	0.9275114599	0.411192843
376	0.9281218432	0.410162767
377	0.9280609074	0.4097764204
378	0.9281441777	0.4096418989
379	0.9283770122	0.4087715096
380	0.9287603049	0.4086326819
381	0.9293934681	0.4081189649
382	0.9295489891	0.407175169
383	0.9305652749	0.4066425702
384	0.9307823923	0.4062212056
385	0.9305836576	0.4052594264
386	0.9305328666	0.4042423167
387	0.9303157567	0.4033317899
388	0.9309164462	0.4029687441
389	0.9319950202	0.4023402231
390	0.9320569694	0.4017520611
391	0.933229572	0.4009154689
392	0.933540856	0.4006369467
393	0.9333955805	0.3998096383
394	0.9339453824	0.399109937
395	0.9340077821	0.398357342
396	0.9339351023	0.3979370507
397	0.9340804732	0.3974892744
398	0.9343088418	0.3973309673
399	0.9341121495	0.3966995633
400	0.9343611306	0.3962988409
401	0.9346201743	0.3956015635
402	0.9346201743	0.3949829166
403	0.9343917815	0.3944212626
404	0.9353257063	0.3935374174
405	0.9358126507	0.3932273798
406	0.9360609832	0.3927613773
407	0.9366005445	0.3922096959
408	0.9370868652	0.3916558822
409	0.9378206125	0.3911555894
410	0.937776742	0.3905489227
411	0.937665164	0.3899210151
412	0.9382869579	0.3890346364
413	0.9384136858	0.3888168092
414	0.9387247278	0.3881949425
415	0.9386612765	0.3877149111
416	0.9387247278	0.3875368525
417	0.9387342559	0.3870062994
418	0.9383598912	0.3865001038
419	0.9385535617	0.3859564715
420	0.9391561116	0.3856535839
421	0.9397683998	0.3848075799
422	0.9397047397	0.3842242882
423	0.9396766169	0.383426463
424	0.940006217	0.3831801505
425	0.9400792726	0.3828687744
426	0.9406555849	0.3819187158
427	0.9412222049	0.3812775231
428	0.9415513757	0.3806557352
429	0.9424751244	0.3796414943
430	0.9423106826	0.379342236
431	0.9431438127	0.3786244896
432	0.9433551198	0.3781097674
433	0.9445265697	0.3773841159
434	0.9441332088	0.3770108641
435	0.9439688716	0.3765511137
436	0.9437135072	0.3764591604
437	0.9446000622	0.3762313991
438	0.9446000622	0.3756962645
439	0.9442628055	0.375522474
440	0.9442066765	0.3754597811
441	0.9454036398	0.3747469279
442	0.9455591849	0.3742497894
443	0.9457882865	0.3738905996
444	0.9461897356	0.3732607333
445	0.9461329188	0.3729020197
446	0.9465340379	0.3723189779
447	0.9471393035	0.3717918554
448	0.9471475206	0.3713632654
449	0.9470821354	0.370845396
450	0.9472457463	0.370761904
451	0.9471067961	0.370346358
452	0.9474093063	0.3699518461
453	0.9477200342	0.3694211541
454	0.9478753981	0.3691476306
455	0.9484968539	0.368780663
456	0.9491841492	0.3679230805
457	0.9494133188	0.3675065084
458	0.9495608922	0.3669882308
459	0.9498873436	0.366500602
460	0.9500194326	0.3661792126
461	0.9498951293	0.365950877
462	0.9497979484	0.3654443913
463	0.9498057498	0.3648630317
464	0.9498795555	0.3643847744
465	0.9496346961	0.3641785268
466	0.9502487562	0.3634805791
467	0.9502410201	0.3633148114
468	0.9508630073	0.3627707229
469	0.9509956441	0.3623311694
470	0.9512479589	0.3618113218
471	0.9515815652	0.3611153528
472	0.9519223301	0.3606808572
473	0.9516780609	0.3602964596
474	0.9516855678	0.360022268
475	0.9519073887	0.3595645385
476	0.9513446293	0.3591807598
477	0.9518184644	0.3588076548
478	0.9515740381	0.3585059963
479	0.9520404197	0.3579851984
480	0.952632807	0.3572644295
481	0.9526401742	0.3569912079
482	0.9530472637	0.3565525896
483	0.9528698087	0.3561964867
484	0.9534323253	0.355785394
485	0.9541213064	0.3552561802
486	0.9539657854	0.3546132574
487	0.9539657854	0.3543640039
488	0.9537504858	0.353609003
489	0.9537504858	0.3531872771
490	0.9540756858	0.3527703918
491	0.9543652336	0.3522937762
492	0.9540614069	0.3518510382
493	0.9543439372	0.3513131742
494	0.954877859	0.3509246538
495	0.955026455	0.3507432854
496	0.955026455	0.3499707811
497	0.9553376906	0.3496446173
498	0.9555676601	0.3494689959
499	0.9558789199	0.3489012967
500	0.9560413911	0.3482839805
501	0.9558789199	0.3480172435
502	0.9555676601	0.347874373
503	0.95572329	0.3473811907
504	0.9555469054	0.3471215772
505	0.9560816072	0.3466331652
506	0.9561492328	0.3462934387
507	0.9563186171	0.3461789412
508	0.956474344	0.3457889563
509	0.9562441607	0.3455722398
510	0.9566233159	0.3451179906
511	0.9566165589	0.3447706468
512	0.9568535826	0.3443028577
513	0.9569959489	0.3435998119
514	0.9570026484	0.3433648415
515	0.9574633842	0.3428632215
516	0.9577069865	0.342371523
517	0.9580316126	0.3418641699
518	0.9576587796	0.3412512758
519	0.9575842478	0.3408173576
520	0.9579635684	0.3405880558
521	0.9580316126	0.3403337493
522	0.958505255	0.3396874692
523	0.9585117148	0.3392016102
524	0.9582749494	0.3385945861
525	0.9586738268	0.3381310456
526	0.9585117148	0.3376418799
527	0.9588102468	0.3372640046
528	0.9589659737	0.3368945419
529	0.9586480804	0.3367444905
530	0.9587909948	0.3359438437
531	0.9592583937	0.3353992001
532	0.9592583937	0.3347835907
533	0.9597383381	0.3342253079
534	0.960274186	0.3335842336
535	0.9603551678	0.3328948704
536	0.9609721898	0.3323608853
537	0.961283789	0.3318394493
538	0.961283789	0.3314743814
539	0.961283789	0.3308892137
540	0.9613707165	0.3303583731
541	0.9616133302	0.3299291216
542	0.9610773782	0.3295743632
543	0.9616941763	0.3290364803
544	0.9623802477	0.3285350943
545	0.9625535228	0.3279917067
546	0.9627841794	0.3277994658
547	0.9629341224	0.3274091888
548	0.9630841121	0.3267600407
549	0.9632398754	0.326222606
550	0.9633034671	0.3257351006
551	0.9636958554	0.325575632
552	0.9642439822	0.3250281362
553	0.9640881826	0.3248093427
554	0.9641632907	0.3245231922
555	0.9644915122	0.3241052643
556	0.9645611029	0.3239432151
557	0.9647058824	0.3235174302
558	0.9646307261	0.3231292563
559	0.9645445336	0.322742814
560	0.9652004671	0.3222432148
561	0.9651090343	0.321765928
562	0.9652702071	0.3212583615
563	0.9649587292	0.3209648312
564	0.9655924023	0.3204394781
565	0.9657267487	0.320082302
566	0.9657320872	0.3195727573
567	0.966129409	0.3191451202
568	0.9659037833	0.318917742
569	0.9659736822	0.3187611074
570	0.9660594738	0.3185522873
571	0.9663008794	0.3179799499
572	0.9662151643	0.3176784219
573	0.9660594738	0.3169395464
574	0.9661399549	0.3166565958
575	0.9662151643	0.3162497215
576	0.9661399549	0.3158221676
577	0.9666017906	0.3155793138
578	0.966671858	0.3151451467
579	0.9669884771	0.314915549
580	0.9668275969	0.3145823019
581	0.9671493072	0.3143459806
582	0.9675461125	0.3137267297
583	0.9680983505	0.3132711081
584	0.9678724232	0.3131213578
585	0.9682687821	0.3127989309
586	0.9685749844	0.3124566426
587	0.9684947491	0.3119059795
588	0.9686454524	0.3116419699
589	0.9687305538	0.3110589429
590	0.9685798725	0.3106958984
591	0.9681786353	0.3102045556
592	0.9680180531	0.3100040501
593	0.9680983505	0.3096886004
594	0.9683899097	0.3090973913
595	0.9683899097	0.3088836807
596	0.9686356915	0.3085522201
597	0.9684702219	0.3082496647
598	0.9689518325	0.3077781711
599	0.9687864871	0.3075359584
600	0.9688715953	0.3072523828
601	0.9694846645	0.3068607767
602	0.9695601401	0.3061267802
603	0.9695601401	0.305847782
604	0.9700225804	0.3055503441
605	0.9701027717	0.3052918827
606	0.9697866376	0.3049283894
607	0.9701074264	0.3046669766
608	0.9705081317	0.3040638323
609	0.9705790785	0.3035494032
610	0.970805761	0.3032321943
611	0.9709750214	0.3029016537
612	0.9709795379	0.302783132
613	0.9708239322	0.3025080117
614	0.9707484052	0.3022649593
615	0.9709750214	0.3019380917
616	0.9710460772	0.3014913623
617	0.9712062257	0.3012085088
618	0.9714330194	0.3009329478
619	0.9717487742	0.3002534898
620	0.9723000311	0.299588581
621	0.9722157366	0.2991559043
622	0.972758406	0.2984817162
623	0.972682699	0.2982333279
624	0.9726741923	0.2979585726
625	0.972972973	0.2974144088
626	0.9729687622	0.2971439678
627	0.972741433	0.2965413871
628	0.9729855975	0.2958795407
629	0.9731371175	0.2955455807
630	0.9732170663	0.2953856516
631	0.9731329336	0.2947743663
632	0.9732087227	0.2945798127
633	0.9732970027	0.2940256902
634	0.9731413001	0.2938204037
635	0.9733727811	0.2934539131
636	0.9736084079	0.2929871911
637	0.9736084079	0.2927761956
638	0.9735326172	0.292619356
639	0.9735367372	0.2924041085
640	0.9736924035	0.2918273228
641	0.9738439981	0.2912980078
642	0.9739238733	0.2912196291
643	0.9743070694	0.2908466347
644	0.9743110696	0.2906617606
645	0.9744707347	0.2902195823
646	0.9744707347	0.2898361325
647	0.9745505487	0.289489414
648	0.9743909084	0.2890378497
649	0.974694386	0.2885762872
650	0.9745465868	0.2883770958
651	0.9748540288	0.2880331159
652	0.9750097314	0.2877802681
653	0.975081763	0.2875745218
654	0.9750019469	0.2874433668
655	0.9751615666	0.2872315881
656	0.975165434	0.2869880315
657	0.9753932409	0.2866633534
658	0.9753134491	0.286342613
659	0.9758566978	0.2857856376
660	0.9757009346	0.2853433887
661	0.9757807024	0.284829482
662	0.9759364535	0.284418615
663	0.9760884804	0.2841784235
664	0.9760087241	0.2839186871
665	0.976084755	0.2834138733
666	0.9759364535	0.283271546
667	0.9758529366	0.2829826545
668	0.9761607978	0.2828002039
669	0.9760087241	0.2826175905
670	0.9760087241	0.2823611924
671	0.9761607978	0.2821340273
672	0.9762405546	0.2818671299
673	0.9763166095	0.2817110178
674	0.9763166095	0.2813022684
675	0.9761682243	0.2810045154
676	0.9762442558	0.2807729896
677	0.9764000312	0.2806116868
678	0.9765521539	0.280462685
679	0.9764797508	0.2802532441
680	0.9762405546	0.2798020403
681	0.9763166095	0.2795028249
682	0.9766245909	0.2791221677
683	0.9767006935	0.2788532222
684	0.9766209476	0.2785867703
685	0.9767006935	0.2782773686
686	0.9764650873	0.2779122865
687	0.9766173032	0.2773538883
688	0.9767695666	0.2769089802
689	0.976693429	0.2764612413
690	0.9769326683	0.2762178618
691	0.9769254755	0.2758864006
692	0.9771646793	0.2755608015
693	0.9773967264	0.275153566
694	0.9773967264	0.2748136339
695	0.9772372934	0.2745117506
696	0.9773134794	0.2741976495
697	0.9775561097	0.273929197
698	0.9776253216	0.2735466512
699	0.9776322968	0.2732019798
700	0.9776322968	0.2730526135
701	0.9777847065	0.2727727679
702	0.9777084957	0.2724172902
703	0.9777881693	0.2722870567
704	0.9779440418	0.2722520093
705	0.9778643804	0.271979062
706	0.9777847065	0.2717064419
707	0.9776253216	0.2713629232
708	0.9777881693	0.2710822381
709	0.9776322968	0.2709392088
710	0.9777154434	0.2706291894
711	0.9777881693	0.2703398039
712	0.9777189156	0.269896204
713	0.9779509155	0.2692901361
714	0.9778747273	0.2691411058
715	0.9777985511	0.2687284182
716	0.9778747273	0.2682384839
717	0.9777985511	0.2680006238
718	0.9779577849	0.2679333294
719	0.9778020095	0.2676069562
720	0.9781169691	0.267357522
721	0.9781931464	0.2670402104
722	0.9785013242	0.2664479912
723	0.9785775493	0.2662897041
724	0.9786571117	0.2659481116
725	0.9788161994	0.2655610113
726	0.9785080206	0.2653378724
727	0.9789686867	0.2650685521
728	0.9788957246	0.2647124375
729	0.9788194985	0.2643742355
730	0.9791277259	0.2640405036
731	0.9793597632	0.263636723
732	0.9794360492	0.263333825
733	0.9795886569	0.2630776935
734	0.9796649786	0.2625591775
735	0.9797413121	0.2620742404
736	0.9796649786	0.2617986541
737	0.9799002805	0.2615586067
738	0.9796681468	0.2611609358
739	0.9799034117	0.2609469438
740	0.9797444687	0.2608632326
741	0.9798208025	0.2605999978
742	0.9799002805	0.2602840722
743	0.9800467654	0.2600289394
744	0.9800467654	0.2599458686
745	0.980129354	0.2597351539
746	0.9801324503	0.2596585652
747	0.9802057357	0.2591506112
748	0.9802882743	0.2589719476
749	0.9802088203	0.2588544871
750	0.9803646564	0.2585874867
751	0.9806793394	0.2583183813
752	0.9805204924	0.258237656
753	0.9806823493	0.2579160305
754	0.9807587443	0.2575763993
755	0.9809145439	0.2573775449
756	0.9806793394	0.2572066919
757	0.9807617416	0.2567820106
758	0.9809939243	0.2563955237
759	0.9809968847	0.256096728
760	0.9813054993	0.2558001865
761	0.9814583983	0.255381368
762	0.9814583983	0.2552028663
763	0.9813790417	0.2550154983
764	0.9813790417	0.2549756873
765	0.9817671809	0.2545411448
766	0.9816935421	0.2542425241
767	0.9820816454	0.2538910804
768	0.9820844368	0.2537530126
769	0.9819286493	0.253489497
770	0.982160941	0.2532265656
771	0.9823250019	0.2528252504
772	0.9824014951	0.2526598479
773	0.9826364557	0.2523055434
774	0.9825572341	0.2521285616
775	0.982631046	0.2520350641
776	0.9822402243	0.2517231469
777	0.982160941	0.2513183789
778	0.9823167407	0.2509224863
779	0.98262834	0.250690873
780	0.9823960118	0.2502568263
781	0.9824752707	0.2501629522
782	0.9826364557	0.2498391525
783	0.9825599502	0.2496627184
784	0.9827156649	0.2494373621
785	0.9825599502	0.2492918085
786	0.9826418619	0.2489322245
787	0.9826364557	0.2483588845
788	0.9826391592	0.2482069384
789	0.9831723278	0.2477863712
790	0.983016516	0.2473904197
791	0.9831723278	0.2471901455
792	0.9831697055	0.2469135706
793	0.9830904699	0.2465931179
794	0.9830931048	0.2461652246
795	0.9830931048	0.2460895856
796	0.9832489287	0.2458639428
797	0.9834839514	0.2455365454
798	0.9834047526	0.245168271
799	0.9831670823	0.2450404626
800	0.9832463181	0.2448205668
801	0.9835605765	0.2445346037
802	0.9837189374	0.2443869948
803	0.9845770369	0.2437389577
804	0.9844979357	0.2434226582
805	0.9845003505	0.2433823339
806	0.9846561259	0.2430417829
807	0.9845027646	0.2428218555
808	0.9846561259	0.2424326747
809	0.9849700179	0.2421161014
810	0.9847352025	0.2419701306
811	0.9848166316	0.2418430933
812	0.9848166316	0.2417323917
813	0.9848933188	0.2415275962
814	0.9851280853	0.2412070316
815	0.9852769339	0.2409591912
816	0.9853559745	0.2406534193
817	0.9853536927	0.2404482755
818	0.9855862875	0.24024329
819	0.9857465535	0.2400591881
820	0.9856675495	0.2397630788
821	0.9858189185	0.2395471223
822	0.9857421114	0.2394338074
823	0.9857421114	0.2391827613
824	0.9858979353	0.2387412591
825	0.9859725686	0.2383557876
826	0.9858189185	0.2380790341
827	0.9857421114	0.2378312593
828	0.9857376666	0.2373782507
829	0.9859725686	0.2369744058
830	0.9858935391	0.2366550343
831	0.9861284289	0.2362840895
832	0.9862052841	0.2359808518
833	0.9862821512	0.2356219603
834	0.9862052841	0.23544679
835	0.9862052841	0.2351292512
836	0.9864359214	0.2347618711
837	0.9861284289	0.2344805825
838	0.9861262666	0.2341671029
839	0.9863611566	0.233720332
840	0.9863611566	0.2335017651
841	0.9864380359	0.2331438628
842	0.9864359214	0.2327774914
843	0.9863590303	0.2325419227
844	0.9868287741	0.2320876574
845	0.9868287741	0.2317715405
846	0.9868328788	0.2314634321
847	0.9868308268	0.2313169637
848	0.9869887028	0.2309012388
849	0.9869887028	0.2304889847
850	0.9872254245	0.2301932317
851	0.987069637	0.2299455848
852	0.9873772791	0.2295864539
853	0.9876100678	0.2292676389
854	0.9878447873	0.2289613821
855	0.9878447873	0.2288205304
856	0.9876119984	0.2284487066
857	0.9876119984	0.2281816143
858	0.9874542196	0.2280074817
859	0.987452264	0.2277013934
860	0.987452264	0.2274899569
861	0.9876870324	0.2270310544
862	0.9876889512	0.2267894323
863	0.9877678224	0.2264583224
864	0.9876889512	0.226294516
865	0.9879968823	0.2259084066
866	0.9879179983	0.2258319408
867	0.988075754	0.2255983393
868	0.9881546135	0.225350878
869	0.9882334606	0.2250522967
870	0.9882334606	0.2249047876
871	0.988391118	0.2244926026
872	0.9882371271	0.2242146168
873	0.9883104738	0.2240769811
874	0.9884645362	0.2238964814
875	0.9883893088	0.2235074372
876	0.9887027659	0.2230560616
877	0.9887832996	0.2226197805
878	0.9888603256	0.2223753209
879	0.9889390871	0.2220866116
880	0.9888603256	0.2219664888
881	0.9890161253	0.2217187157
882	0.9889373637	0.2215025976
883	0.9887798036	0.2213352269
